City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Total Internet Services,Contract,Payment Method,Total Charges,Churn Value
Rough And Ready,Male,0,0,0,1,1,1,Fiber optic,3,Month-to-month,Electronic check,101.45,1
Strawberry Valley,Female,0,1,0,5,1,1,DSL,3,Month-to-month,Bank transfer (automatic),350.3,1
Taylorsville,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.5,1
Twain,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,18.85,1
Williams,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.2,1
Redding,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.65,1
Redding,Male,1,1,0,40,1,1,Fiber optic,3,Month-to-month,Electronic check,4086.3,1
Adin,Female,0,0,0,1,1,0,Fiber optic,2,Month-to-month,Electronic check,82.3,1
Burney,Male,0,0,0,3,1,0,Fiber optic,1,Month-to-month,Electronic check,267.6,1
Canby,Female,0,0,0,13,1,1,Fiber optic,1,Month-to-month,Electronic check,1115.2,1
Cassel,Female,0,1,0,58,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),5435.6,1
Castella,Female,0,1,0,42,1,1,Fiber optic,2,Month-to-month,Electronic check,4186.3,1
Shasta Lake,Male,1,1,0,1,0,0,DSL,0,Month-to-month,Electronic check,25.05,1
Dunsmuir,Female,0,0,0,29,0,0,DSL,0,Month-to-month,Credit card (automatic),712.85,1
Etna,Male,0,0,1,1,1,0,DSL,1,Month-to-month,Electronic check,48.95,1
Flournoy,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.3,1
Fort Jones,Male,0,0,0,2,1,0,Fiber optic,2,Month-to-month,Electronic check,167.3,1
Greenview,Male,0,0,0,10,1,1,Fiber optic,2,Month-to-month,Electronic check,930.4,1
Happy Camp,Male,0,0,0,49,1,1,Fiber optic,3,One year,Bank transfer (automatic),5069.65,1
Hat Creek,Male,0,1,1,6,1,0,DSL,2,Month-to-month,Mailed check,324.25,1
Hornbrook,Male,1,0,0,2,1,1,Fiber optic,0,Month-to-month,Mailed check,156.4,1
Lewiston,Male,0,0,0,35,1,0,Fiber optic,4,One year,Bank transfer (automatic),3626.1,1
Los Molinos,Male,0,1,0,70,1,1,Fiber optic,6,One year,Credit card (automatic),7968.85,1
Mcarthur,Male,0,0,0,2,1,0,Fiber optic,2,Month-to-month,Electronic check,152.45,1
Mill Creek,Male,0,0,0,15,1,1,Fiber optic,0,Month-to-month,Mailed check,1130.85,1
Mineral,Female,1,0,0,42,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),4323.45,1
Montague,Female,0,0,0,9,1,0,DSL,4,Month-to-month,Electronic check,703.55,1
Oak Run,Female,0,0,0,1,1,0,DSL,1,Month-to-month,Electronic check,56.25,1
Old Station,Male,0,1,0,21,1,1,Fiber optic,4,Month-to-month,Electronic check,2249.95,1
Paskenta,Female,1,0,0,2,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),159.4,1
Platina,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,68.65,1
Seiad Valley,Male,0,0,0,16,1,0,0,0,Month-to-month,Bank transfer (automatic),327.45,1
Trinity Center,Female,1,1,0,14,1,1,Fiber optic,3,Month-to-month,Electronic check,1369.8,1
Vina,Male,0,1,0,15,1,1,Fiber optic,0,Month-to-month,Bank transfer (automatic),1107.25,1
Sierra City,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,70.85,1
Sierraville,Male,0,0,0,2,1,0,Fiber optic,0,Month-to-month,Credit card (automatic),134.7,1
Susanville,Male,0,1,0,55,0,0,DSL,4,Month-to-month,Bank transfer (automatic),2978.3,1
Wendel,Female,0,0,0,7,1,0,DSL,3,Month-to-month,Credit card (automatic),450.8,1
Carnelian Bay,Female,0,1,0,13,1,1,Fiber optic,3,Month-to-month,Electronic check,1215.6,1
Homewood,Female,0,1,1,3,0,0,DSL,1,Month-to-month,Credit card (automatic),91.7,1
Tahoe Vista,Male,1,0,0,66,1,1,Fiber optic,5,One year,Credit card (automatic),7432.05,1
South Lake Tahoe,Female,0,1,0,38,1,1,Fiber optic,4,Month-to-month,Electronic check,4026.4,1
Truckee,Male,0,0,1,1,0,0,DSL,0,Month-to-month,Electronic check,25.3,1
Los Angeles,Male,0,0,0,22,1,0,DSL,2,One year,Credit card (automatic),1193.05,1
Los Angeles,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.1,1
Los Angeles,Male,0,1,0,1,1,0,Fiber optic,0,Month-to-month,Mailed check,69.9,1
Los Angeles,Male,0,0,0,43,1,1,Fiber optic,3,Month-to-month,Electronic check,4528.0,1
Los Angeles,Male,0,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,80.8,1
Los Angeles,Male,0,0,0,2,1,1,DSL,1,Month-to-month,Bank transfer (automatic),118.3,1
Los Angeles,Male,1,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,76.45,1
Los Angeles,Female,1,0,0,12,1,1,Fiber optic,2,Month-to-month,Electronic check,1094.5,1
Los Angeles,Male,1,1,0,6,1,0,Fiber optic,3,Month-to-month,Electronic check,573.75,1
Los Angeles,Female,0,1,0,34,1,1,DSL,3,Month-to-month,Electronic check,2274.9,1
Los Angeles,Female,0,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.5,1
Los Angeles,Female,0,1,0,10,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),1068.85,1
Los Angeles,Female,0,0,0,16,1,0,DSL,1,Month-to-month,Electronic check,762.25,1
Los Angeles,Female,0,1,0,7,1,1,Fiber optic,1,Month-to-month,Electronic check,582.5,1
Los Angeles,Male,1,0,0,27,1,1,Fiber optic,1,Month-to-month,Electronic check,2122.05,1
Los Angeles,Male,0,1,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.15,1
West Hollywood,Female,0,0,0,9,1,0,Fiber optic,1,Month-to-month,Electronic check,723.4,1
Downey,Female,0,0,0,48,1,0,Fiber optic,4,Two year,Mailed check,4627.85,1
Downey,Male,1,0,0,3,1,1,Fiber optic,2,Month-to-month,Electronic check,289.1,1
Hermosa Beach,Female,1,1,0,2,1,1,Fiber optic,1,Month-to-month,Electronic check,172.85,1
Marina Del Rey,Female,0,0,0,2,0,0,DSL,2,Month-to-month,Electronic check,85.5,1
Inglewood,Female,1,0,0,14,1,1,Fiber optic,0,Month-to-month,Electronic check,1096.25,1
Torrance,Female,0,1,0,3,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),228.0,1
Torrance,Male,1,1,0,57,1,1,Fiber optic,3,Month-to-month,Electronic check,5746.15,1
Torrance,Male,0,0,0,3,1,1,Fiber optic,0,Month-to-month,Mailed check,209.1,1
Whittier,Female,1,0,0,64,1,0,DSL,4,Two year,Credit card (automatic),4481.0,1
Buena Park,Female,1,0,0,2,1,0,Fiber optic,0,Month-to-month,Electronic check,154.85,1
Pico Rivera,Male,0,0,0,12,1,0,DSL,1,Month-to-month,Bank transfer (automatic),593.75,1
Bellflower,Female,1,0,0,40,1,0,Fiber optic,2,Month-to-month,Credit card (automatic),3233.85,1
Harbor City,Female,0,0,0,12,1,0,Fiber optic,3,Month-to-month,Electronic check,1062.1,1
Hawaiian Gardens,Female,0,0,0,54,1,1,Fiber optic,3,Month-to-month,Electronic check,5440.9,1
Lomita,Female,0,1,1,4,1,0,DSL,2,Month-to-month,Mailed check,235.1,1
Paramount,Female,1,0,0,1,1,0,Fiber optic,2,Month-to-month,Electronic check,85.0,1
Long Beach,Male,0,1,0,51,0,0,DSL,5,One year,Electronic check,3014.65,1
Long Beach,Male,0,0,1,4,1,0,DSL,1,Month-to-month,Electronic check,184.4,1
Long Beach,Male,0,0,0,35,1,0,DSL,1,Month-to-month,Mailed check,2010.55,1
Long Beach,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.2,1
Duarte,Male,0,0,0,38,1,0,DSL,3,One year,Mailed check,2354.8,1
La Canada Flintridge,Male,1,1,0,37,1,1,Fiber optic,2,Month-to-month,Electronic check,3473.4,1
Pasadena,Male,0,0,0,3,1,0,Fiber optic,0,Month-to-month,Electronic check,220.1,1
Pasadena,Male,0,0,0,61,1,1,Fiber optic,5,Two year,Credit card (automatic),6876.05,1
San Marino,Female,0,0,0,11,1,0,DSL,1,Month-to-month,Credit card (automatic),501.0,1
Glendale,Female,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.2,1
Glendale,Male,0,0,0,19,0,0,DSL,2,Month-to-month,Electronic check,733.35,1
Glendale,Male,0,0,0,56,1,1,0,0,One year,Electronic check,1334.0,1
Agoura Hills,Male,0,1,1,2,1,1,DSL,1,Month-to-month,Mailed check,113.55,1
Winnetka,Female,0,1,0,14,1,0,Fiber optic,5,One year,Mailed check,1348.9,1
Pacoima,Male,1,1,0,4,1,1,Fiber optic,0,Month-to-month,Electronic check,308.7,1
Reseda,Male,0,0,0,15,0,0,DSL,1,Month-to-month,Electronic check,438.25,1
San Fernando,Male,0,1,0,1,0,0,DSL,3,Month-to-month,Electronic check,50.35,1
North Hills,Female,0,1,0,64,0,0,DSL,4,Two year,Electronic check,3147.5,1
Santa Clarita,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,70.3,1
Valencia,Male,1,0,0,55,1,1,Fiber optic,3,Month-to-month,Electronic check,5617.75,1
Tarzana,Female,0,0,0,18,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),1776.95,1
Thousand Oaks,Male,1,1,0,32,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),2483.05,1
Thousand Oaks,Female,1,0,0,66,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),5224.35,1
Panorama City,Male,0,0,0,7,1,1,Fiber optic,1,Month-to-month,Electronic check,620.35,1
Sherman Oaks,Male,1,1,0,6,1,0,Fiber optic,2,Month-to-month,Electronic check,519.15,1
Burbank,Male,0,0,0,13,1,1,Fiber optic,3,Month-to-month,Mailed check,1301.7,1
Burbank,Female,0,0,0,11,1,1,Fiber optic,3,Month-to-month,Electronic check,1129.75,1
North Hollywood,Female,0,1,0,9,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),865.8,1
North Hollywood,Female,0,0,0,1,1,1,Fiber optic,1,Month-to-month,Mailed check,79.55,1
Chino,Female,0,0,0,54,1,1,Fiber optic,5,Month-to-month,Electronic check,6014.85,1
Rancho Cucamonga,Female,0,1,0,25,1,1,Fiber optic,2,Month-to-month,Electronic check,2368.4,1
El Monte,Female,0,0,0,37,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),3545.35,1
South El Monte,Female,0,1,1,14,1,1,Fiber optic,2,Month-to-month,Electronic check,1301.0,1
Rancho Cucamonga,Female,1,0,0,4,1,1,Fiber optic,2,Month-to-month,Electronic check,372.45,1
Glendora,Female,1,0,0,3,0,0,DSL,0,Month-to-month,Electronic check,77.75,1
La Puente,Male,0,0,0,1,1,1,Fiber optic,2,Month-to-month,Electronic check,95.45,1
La Puente,Male,0,0,0,13,1,0,Fiber optic,2,Month-to-month,Electronic check,1135.7,1
Rowland Heights,Female,0,1,0,45,1,0,DSL,2,One year,Credit card (automatic),2319.8,1
Montclair,Female,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Bank transfer (automatic),69.7,1
Ontario,Female,0,0,0,6,1,0,Fiber optic,2,Month-to-month,Electronic check,573.3,1
San Dimas,Male,0,1,0,3,0,0,DSL,1,Month-to-month,Electronic check,99.75,1
San Gabriel,Male,0,0,1,12,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),871.4,1
San Gabriel,Female,1,0,0,8,1,1,Fiber optic,3,Month-to-month,Electronic check,780.5,1
West Covina,Female,0,1,1,6,1,0,DSL,2,Month-to-month,Credit card (automatic),365.35,1
Alhambra,Male,1,1,0,3,1,1,Fiber optic,4,Month-to-month,Electronic check,334.65,1
Alpine,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,43.95,1
Campo,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Bank transfer (automatic),45.1,1
Guatay,Female,0,0,0,41,1,0,Fiber optic,0,Month-to-month,Bank transfer (automatic),2868.05,1
Imperial Beach,Male,0,0,1,9,1,0,DSL,1,Month-to-month,Electronic check,449.75,1
Mount Laguna,Male,1,1,0,43,1,1,Fiber optic,4,Month-to-month,Electronic check,4414.3,1
Spring Valley,Female,0,1,0,33,1,0,Fiber optic,5,One year,Electronic check,3361.05,1
Carlsbad,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.35,1
Del Mar,Female,0,0,0,56,1,0,Fiber optic,1,Month-to-month,Electronic check,4092.85,1
Encinitas,Female,0,1,0,3,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),216.75,1
Escondido,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.6,1
Julian,Male,0,1,1,5,1,1,Fiber optic,1,Month-to-month,Electronic check,385.0,1
Palomar Mountain,Female,0,1,1,1,0,0,DSL,1,Month-to-month,Bank transfer (automatic),30.5,1
Poway,Male,0,1,0,70,1,1,Fiber optic,3,Two year,Bank transfer (automatic),6859.5,1
Solana Beach,Female,0,0,0,48,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),5121.3,1
San Marcos,Female,1,0,0,13,1,1,Fiber optic,1,Month-to-month,Electronic check,1127.2,1
San Diego,Female,0,1,0,24,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),1747.85,1
San Diego,Female,1,1,0,27,1,0,Fiber optic,4,Month-to-month,Electronic check,2754.45,1
San Diego,Male,1,0,0,25,1,1,Fiber optic,2,Month-to-month,Electronic check,2196.15,1
San Diego,Female,1,0,0,22,1,1,Fiber optic,0,Month-to-month,Bank transfer (automatic),1692.6,1
San Diego,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.5,1
San Diego,Male,0,0,0,4,1,1,Fiber optic,0,Month-to-month,Electronic check,265.35,1
San Diego,Female,1,1,0,18,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),1836.25,1
San Diego,Female,1,0,0,56,1,1,Fiber optic,5,One year,Electronic check,6418.9,1
San Diego,Male,1,0,0,16,0,0,DSL,2,Month-to-month,Mailed check,679.85,1
San Diego,Female,0,1,0,30,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),2804.45,1
Indio,Female,0,0,0,8,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),778.1,1
Indian Wells,Female,1,1,0,50,1,1,Fiber optic,2,Month-to-month,Electronic check,4367.35,1
Beaumont,Female,0,1,0,41,1,0,DSL,3,One year,Bank transfer (automatic),2728.6,1
Cabazon,Male,0,0,0,3,0,0,DSL,2,Month-to-month,Mailed check,106.85,1
Calipatria,Male,0,0,0,3,1,0,DSL,1,Month-to-month,Mailed check,130.1,1
Desert Hot Springs,Male,0,0,0,40,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),4036.85,1
El Centro,Female,1,0,0,3,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),256.25,1
Heber,Male,0,0,0,23,1,1,Fiber optic,1,Month-to-month,Electronic check,1917.1,1
Holtville,Female,1,1,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.45,1
Imperial,Female,0,0,0,4,1,0,DSL,3,Month-to-month,Mailed check,272.15,1
Ocotillo,Male,0,1,1,1,1,0,Fiber optic,0,Month-to-month,Mailed check,70.65,1
Palm Springs,Male,0,0,0,12,1,0,DSL,2,One year,Electronic check,727.8,1
Seeley,Female,0,0,0,9,1,0,DSL,0,Month-to-month,Bank transfer (automatic),403.35,1
Vidal,Male,1,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,75.75,1
White Water,Female,0,0,0,67,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),6886.25,1
Apple Valley,Male,1,1,0,4,1,1,Fiber optic,0,Month-to-month,Mailed check,306.6,1
Los Angeles,Female,0,1,0,1,0,0,DSL,1,Month-to-month,Electronic check,29.85,0
Los Angeles,Male,0,0,0,34,1,0,DSL,2,One year,Mailed check,1889.5,0
Los Angeles,Male,0,0,0,45,0,0,DSL,3,One year,Bank transfer (automatic),1840.75,0
Los Angeles,Male,0,0,1,22,1,1,Fiber optic,2,Month-to-month,Credit card (automatic),1949.4,0
Los Angeles,Female,0,0,0,10,0,0,DSL,1,Month-to-month,Mailed check,301.9,0
Los Angeles,Male,0,0,0,62,1,0,DSL,2,One year,Bank transfer (automatic),3487.95,0
Los Angeles,Male,0,1,1,13,1,0,DSL,1,Month-to-month,Mailed check,587.45,0
Los Angeles,Male,0,0,0,16,1,0,0,0,Two year,Credit card (automatic),326.8,0
Los Angeles,Male,0,1,0,58,1,1,Fiber optic,3,One year,Credit card (automatic),5681.1,0
Los Angeles,Male,0,0,0,25,1,0,Fiber optic,5,Month-to-month,Electronic check,2686.05,0
Los Angeles,Female,0,1,0,69,1,1,Fiber optic,6,Two year,Credit card (automatic),7895.15,0
Los Angeles,Female,0,0,0,52,1,0,0,0,One year,Mailed check,1022.95,0
Los Angeles,Male,0,0,0,71,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7382.25,0
Los Angeles,Female,0,0,0,21,1,0,Fiber optic,3,Month-to-month,Electronic check,1862.9,0
Los Angeles,Male,0,1,0,12,1,0,0,0,One year,Bank transfer (automatic),202.25,0
Los Angeles,Female,0,1,0,58,1,1,DSL,2,Two year,Credit card (automatic),3505.1,0
Los Angeles,Male,0,1,1,49,1,0,DSL,3,Month-to-month,Credit card (automatic),2970.3,0
Los Angeles,Female,0,0,0,30,1,0,DSL,2,Month-to-month,Bank transfer (automatic),1530.6,0
Los Angeles,Male,0,1,0,72,1,1,DSL,6,Two year,Credit card (automatic),6369.45,0
Los Angeles,Female,1,1,0,71,1,1,Fiber optic,4,Two year,Credit card (automatic),6766.95,0
Los Angeles,Male,1,1,0,2,1,0,Fiber optic,3,Month-to-month,Credit card (automatic),181.65,0
Los Angeles,Female,0,1,0,27,1,0,DSL,4,One year,Mailed check,1874.45,0
Los Angeles,Male,0,0,0,1,1,0,0,0,Month-to-month,Bank transfer (automatic),20.2,0
Los Angeles,Male,1,0,0,1,1,0,DSL,0,Month-to-month,Bank transfer (automatic),45.25,0
Los Angeles,Female,0,1,0,72,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7251.7,0
Los Angeles,Female,0,0,0,46,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),3548.3,0
Los Angeles,Male,0,1,0,10,1,0,DSL,1,One year,Mailed check,475.7,0
Los Angeles,Female,0,1,0,70,1,1,DSL,3,Two year,Credit card (automatic),4872.35,0
Los Angeles,Female,0,1,0,17,1,0,0,0,One year,Mailed check,418.25,0
Los Angeles,Female,0,0,0,63,1,1,DSL,5,Two year,Credit card (automatic),4861.45,0
Los Angeles,Female,0,1,0,13,1,1,DSL,4,Month-to-month,Electronic check,981.45,0
Los Angeles,Female,0,0,0,49,1,1,Fiber optic,1,Month-to-month,Electronic check,3906.7,0
Los Angeles,Male,0,0,0,2,1,0,DSL,1,Month-to-month,Mailed check,97.0,0
Los Angeles,Male,0,0,0,52,1,1,DSL,4,Two year,Credit card (automatic),4217.8,0
Los Angeles,Female,0,1,0,69,1,1,DSL,3,Two year,Credit card (automatic),4254.1,0
Los Angeles,Female,1,0,0,43,1,1,Fiber optic,2,Month-to-month,Electronic check,3838.75,0
Los Angeles,Female,1,1,0,25,1,1,DSL,3,Month-to-month,Credit card (automatic),1752.65,0
Los Angeles,Female,1,1,0,60,1,0,DSL,5,One year,Credit card (automatic),4456.35,0
Los Angeles,Female,0,1,0,63,1,1,Fiber optic,3,One year,Credit card (automatic),6311.2,0
Los Angeles,Male,1,1,0,66,1,1,Fiber optic,5,One year,Electronic check,7076.35,0
Los Angeles,Female,0,1,0,34,1,1,0,0,Two year,Credit card (automatic),894.3,0
West Hollywood,Female,0,0,0,72,1,1,Fiber optic,4,Two year,Credit card (automatic),7853.7,0
Los Angeles,Female,0,1,0,47,1,1,Fiber optic,3,Month-to-month,Electronic check,4707.1,0
Los Angeles,Male,0,0,0,60,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),5450.7,0
Bell,Male,0,1,0,72,0,0,DSL,3,Two year,Bank transfer (automatic),2962.0,0
Beverly Hills,Female,0,1,0,18,1,0,DSL,2,One year,Credit card (automatic),957.1,0
Beverly Hills,Female,0,0,0,3,1,0,DSL,4,Month-to-month,Electronic check,244.1,0
Compton,Male,0,1,0,47,1,1,Fiber optic,1,One year,Electronic check,3650.35,0
Compton,Female,0,0,0,31,1,0,DSL,5,Two year,Mailed check,2497.2,0
Compton,Female,0,1,0,50,1,0,0,0,Two year,Bank transfer (automatic),930.9,0
Culver City,Male,0,0,0,10,1,0,Fiber optic,2,Month-to-month,Mailed check,887.35,0
Culver City,Male,0,0,0,1,1,0,DSL,1,Month-to-month,Mailed check,49.05,0
Downey,Female,0,1,0,52,1,0,0,0,One year,Electronic check,1090.65,0
Downey,Male,1,1,0,64,1,1,Fiber optic,5,Two year,Bank transfer (automatic),7099.0,0
Downey,Male,0,1,0,62,1,1,0,0,Two year,Bank transfer (automatic),1424.6,0
El Segundo,Female,0,0,1,3,1,0,DSL,3,Month-to-month,Bank transfer (automatic),177.4,0
Gardena,Female,1,0,0,56,1,1,Fiber optic,5,One year,Electronic check,6139.5,0
Gardena,Female,0,0,0,46,1,0,DSL,1,One year,Credit card (automatic),2688.85,0
Gardena,Female,0,1,1,8,1,0,DSL,2,Month-to-month,Mailed check,482.25,0
Hawthorne,Male,1,0,0,30,1,0,DSL,4,Month-to-month,Electronic check,2111.3,0
Hermosa Beach,Female,0,1,0,45,1,1,0,0,One year,Credit card (automatic),1216.6,0
Lawndale,Female,0,1,1,11,0,0,DSL,3,Month-to-month,Electronic check,565.35,0
Malibu,Female,0,0,0,42,1,0,Fiber optic,5,Month-to-month,Bank transfer (automatic),4327.5,0
Malibu,Female,0,1,0,49,1,0,0,0,Two year,Bank transfer (automatic),973.35,0
Manhattan Beach,Male,0,0,0,9,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),918.75,0
Maywood,Female,0,1,0,35,1,0,DSL,2,One year,Bank transfer (automatic),2215.45,0
Pacific Palisades,Female,0,1,0,48,1,0,0,0,Two year,Bank transfer (automatic),1057.0,0
Palos Verdes Peninsula,Female,0,1,0,46,1,0,0,0,Two year,Mailed check,927.1,0
Rancho Palos Verdes,Male,0,1,0,29,0,0,DSL,1,Month-to-month,Mailed check,1009.25,0
Redondo Beach,Male,0,1,1,30,1,0,Fiber optic,2,Month-to-month,Bank transfer (automatic),2570.2,0
Redondo Beach,Male,1,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,74.7,0
South Gate,Male,0,1,0,66,1,1,DSL,5,Two year,Mailed check,5714.25,0
Topanga,Female,0,0,0,65,1,1,Fiber optic,5,Month-to-month,Credit card (automatic),7107.0,0
Venice,Male,0,0,0,72,1,1,Fiber optic,4,Two year,Bank transfer (automatic),7459.05,0
Playa Del Rey,Male,0,1,0,71,1,1,DSL,3,One year,Credit card (automatic),4748.7,0
Inglewood,Male,0,0,0,52,1,0,0,0,Two year,Bank transfer (automatic),1107.2,0
Inglewood,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.2,0
Inglewood,Female,0,1,1,1,1,0,0,0,Month-to-month,Electronic check,19.45,0
Santa Monica,Male,0,0,0,38,1,1,Fiber optic,3,One year,Bank transfer (automatic),3605.6,0
Santa Monica,Female,1,1,0,66,0,0,DSL,3,One year,Bank transfer (automatic),3027.25,0
Santa Monica,Male,0,0,0,5,0,0,DSL,0,Month-to-month,Mailed check,100.2,0
Santa Monica,Female,0,1,0,72,1,1,Fiber optic,4,One year,Electronic check,7303.05,0
Torrance,Female,0,0,0,32,0,0,DSL,1,One year,Mailed check,927.65,0
Torrance,Male,0,0,0,43,1,1,Fiber optic,2,One year,Mailed check,3921.3,0
Torrance,Male,0,1,0,72,1,0,0,0,Two year,Credit card (automatic),1363.25,0
Torrance,Female,0,0,0,52,1,0,DSL,3,One year,Credit card (automatic),3042.25,0
Whittier,Female,0,0,0,43,1,0,Fiber optic,3,Month-to-month,Electronic check,3954.1,0
Whittier,Female,0,1,0,64,0,0,DSL,4,Two year,Electronic check,3423.5,0
Whittier,Male,0,1,1,3,1,0,Fiber optic,3,Month-to-month,Electronic check,248.4,0
Whittier,Female,0,0,0,36,0,0,DSL,1,Two year,Bank transfer (automatic),1126.35,0
Buena Park,Female,0,0,0,41,1,0,0,0,Two year,Mailed check,835.15,0
Buena Park,Male,0,1,1,27,1,1,Fiber optic,2,Month-to-month,Credit card (automatic),2151.6,0
La Palma,Female,0,1,0,56,1,1,Fiber optic,3,One year,Credit card (automatic),5515.45,0
Cypress,Female,0,0,0,6,1,0,0,0,Month-to-month,Mailed check,112.75,0
La Mirada,Female,0,1,1,7,1,0,DSL,1,Month-to-month,Mailed check,350.35,0
Montebello,Female,0,1,1,4,1,0,0,0,Month-to-month,Mailed check,62.9,0
Norwalk,Male,0,0,0,33,1,0,Fiber optic,3,Two year,Electronic check,3027.65,0
Santa Fe Springs,Male,0,1,0,72,1,1,0,0,Two year,Bank transfer (automatic),1723.95,0
Stanton,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,19.75,0
Artesia,Male,1,0,0,71,0,0,DSL,4,One year,Electronic check,3985.35,0
Cerritos,Female,0,0,0,13,1,1,Fiber optic,1,Month-to-month,Electronic check,1215.65,0
Bellflower,Male,0,0,0,67,1,0,DSL,1,Two year,Bank transfer (automatic),3260.1,0
Lakewood,Female,0,0,0,43,1,1,0,0,Two year,Credit card (automatic),1188.2,0
Lakewood,Female,0,0,0,23,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),1778.5,0
Hawaiian Gardens,Female,0,1,0,64,1,0,0,0,Two year,Mailed check,1277.75,0
Lomita,Male,0,0,0,57,1,0,0,0,Two year,Mailed check,1170.55,0
Paramount,Female,1,1,0,72,1,1,DSL,6,Two year,Credit card (automatic),6425.65,0
San Pedro,Female,0,1,0,61,1,1,Fiber optic,3,Two year,Bank transfer (automatic),5971.25,0
Seal Beach,Male,0,0,0,64,1,1,Fiber optic,2,One year,Credit card (automatic),5289.05,0
