Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Total_Internet_Services,Churn,Churn_status,Avg_Revenue_Per_Month,Refund_Ratio,Tenure_Group
Female,52,0,1,La Quinta,92253,33.695532,-116.310571,0,4,Unknown,1,32.15,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,20.4,84.75,0.0,0,128.6,213.35,0,0.0,0,53.3375,0.0,0-6m
Female,26,1,1,San Diego,92113,32.697098,-117.116587,1,32,Unknown,1,19.76,0,1,DSL,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,12.66,0,632.32,2936.51,7,0.0,0,91.7659375,0.004311240213723093,2-4y
Female,69,1,0,Benton,93512,37.653947,-118.231443,8,72,Offer A,1,15.85,1,1,Fiber Optic,2.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,7882.25,0.0,0,1141.2,9023.45,6,0.0,0,125.32569444444445,0.0,4-6y
Male,51,0,0,San Clemente,92673,33.4725,-117.584273,0,11,Unknown,1,1.01,0,1,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,760.05,0.0,0,11.11,771.16,1,0.0,0,70.10545454545455,0.0,6-12m
Male,66,1,0,Thousand Oaks,91360,34.214054,-118.88109,1,23,Unknown,1,42.59,1,1,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.8,1975.85,0.0,0,979.57,2955.42,3,0.0,0,128.49652173913043,0.0,1-2y
Female,20,0,0,Ventura,93003,34.279221,-119.221437,0,6,Offer E,1,20.26,0,1,Fiber Optic,26.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,0.0,0,121.56,689.01,7,1.0,1,114.835,0.0,0-6m
Female,76,1,0,Riverside,92509,34.004379,-117.447864,1,1,Unknown,1,12.46,0,1,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,12.46,82.01,1,1.0,1,82.01,0.0,0-6m
Male,24,0,0,La Mirada,90638,33.902045,-118.008961,0,15,Unknown,1,9.97,1,1,Fiber Optic,47.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1451.1,0.0,0,149.55,1600.65,5,0.0,0,106.71000000000001,0.0,1-2y
Male,62,1,0,Torrance,90505,33.807882,-118.347957,1,72,Unknown,1,40.04,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.75,1864.2,0.0,0,2882.88,4747.08,0,0.0,0,65.93166666666667,0.0,4-6y
Female,38,1,3,Temple City,91780,34.101608,-118.055848,5,35,Unknown,1,18.86,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,24.3,821.6,0.0,0,660.1,1481.7,0,0.0,0,42.33428571428571,0.0,2-4y
Male,46,1,0,Torrance,90502,33.833181,-118.292062,4,50,Offer B,1,10.33,1,1,DSL,6.0,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0.0,0,516.5,3130.6,2,0.0,0,62.611999999999995,0.0,4-6y
Male,60,0,0,Dana Point,92629,33.477923,-117.705314,0,1,Offer E,1,48.97,0,1,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,79.5,0.0,0,48.97,128.47,1,1.0,1,128.47,0.0,0-6m
Female,77,0,0,Culver City,90230,33.993991,-118.39704,0,2,Unknown,1,23.46,1,1,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,1,1.0,1,102.66,0.0,0-6m
Female,20,1,2,San Juan Bautista,95045,36.810568,-121.503022,1,41,Unknown,1,32.29,0,1,DSL,69.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,3126.45,0.0,0,1323.89,4450.34,7,0.0,0,108.54487804878049,0.0,2-4y
Male,74,0,0,Desert Hot Springs,92241,33.832799,-116.250973,0,33,Offer C,0,0.0,0,1,Cable,11.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,0.0,0,0.0,1803.7,5,0.0,0,54.657575757575756,0.0,2-4y
Male,30,0,0,Tehachapi,93561,35.073777,-118.652112,0,38,Offer C,1,31.27,1,1,Fiber Optic,85.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,0.0,0,1188.26,4965.41,5,1.0,1,130.66868421052632,0.0,2-4y
Male,80,1,0,Artesia,90701,33.867593,-118.080637,2,60,Unknown,1,22.95,1,1,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.35,6339.45,41.23,0,1377.0,7675.22,6,0.0,0,127.92033333333333,0.005371832989803549,4-6y
Male,34,1,1,Blocksburg,95514,40.309088,-123.668201,2,25,Unknown,1,47.1,1,1,DSL,25.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,1466.1,0.0,0,1177.5,2643.6,2,0.0,0,105.744,0.0,2-4y
Female,23,1,3,Ben Lomond,95005,37.078873,-122.090386,4,10,Offer E,1,20.05,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.0,200.0,0.0,0,200.5,400.5,0,0.0,0,40.05,0.0,6-12m
Male,26,1,0,Santa Maria,93458,34.95934,-120.490081,9,70,Offer A,1,41.05,0,1,Fiber Optic,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.0,7085.5,0.0,0,2873.5,9959.0,7,0.0,0,142.27142857142857,0.0,4-6y
Male,36,1,0,Death Valley,92328,36.27688,-117.033326,6,60,Unknown,1,4.59,1,1,Fiber Optic,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,0.0,0,275.4,6848.25,7,0.0,0,114.1375,0.0,4-6y
Female,74,1,0,Los Olivos,93441,34.70434,-120.02609,2,34,Unknown,1,12.33,0,1,Cable,23.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.2,2106.3,0.0,0,419.22,2525.52,4,0.0,0,74.28,0.0,2-4y
Female,26,1,0,Blythe,92225,33.674583,-114.71612,0,27,Offer C,1,39.67,0,1,Fiber Optic,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,2093.4,30.14,0,1071.09,3134.35,2,0.0,0,116.08703703703704,0.009616028841705617,2-4y
Female,60,0,0,Santa Margarita,93453,35.303926,-120.256567,0,60,Offer B,1,47.07,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.6,1093.0,0.0,0,2824.2,3917.2,0,0.0,0,65.28666666666666,0.0,4-6y
Male,66,1,0,Santa Ana,92706,33.765893,-117.881533,2,17,Unknown,1,1.05,0,1,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,2,1.0,1,73.6029411764706,0.0,1-2y
Female,55,1,0,Rio Dell,95562,40.485849,-124.163234,2,71,Offer A,1,40.52,1,1,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,0.0,0,2876.92,9462.27,4,1.0,1,133.27140845070423,0.0,4-6y
Male,38,1,1,Irvine,92602,33.720359,-117.733655,3,56,Offer B,1,42.16,1,1,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,0.0,0,2360.96,8234.71,6,0.0,0,147.04839285714283,0.0,4-6y
Male,46,1,0,March Air Reserve Base,92518,33.888323,-117.277533,9,61,Offer B,1,26.94,1,1,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,0.0,0,1643.34,7281.64,4,1.0,1,119.37114754098361,0.0,4-6y
Male,59,1,2,Oak Run,96069,40.689243,-122.037023,8,15,Unknown,0,0.0,0,1,Cable,16.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,0.0,0,0.0,469.65,2,0.0,0,31.31,0.0,1-2y
Female,21,1,0,San Diego,92108,32.774046,-117.142454,5,70,Offer A,0,0.0,0,1,Cable,46.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.55,4504.9,46.06,0,0.0,4458.84,8,0.0,0,63.69771428571429,0.010330040997210037,4-6y
Female,29,0,1,Cathedral City,92234,33.829583,-116.474131,0,1,Offer E,0,0.0,0,1,Cable,48.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,24.7,0.0,70,0.0,94.7,0,,0,94.7,0.0,0-6m
Male,29,1,3,Lemon Cove,93244,36.462671,-118.997291,10,42,Unknown,1,44.95,0,1,DSL,69.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,63.7,2763.35,0.0,0,1887.9,4651.25,5,0.0,0,110.74404761904762,0.0,2-4y
Female,58,0,0,Palo Alto,94303,37.45809,-122.115398,0,1,Unknown,1,38.84,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.95,19.95,0.0,0,38.84,58.79,0,,0,58.79,0.0,0-6m
Female,70,0,0,Los Angeles,90045,33.954017,-118.402447,0,2,Offer E,1,21.9,1,1,Fiber Optic,22.0,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85,2,,0,114.925,0.0,0-6m
Male,19,1,0,Suisun City,94585,38.197907,-122.017258,1,72,Offer A,1,21.72,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,20.7,1492.1,0.0,0,1563.84,3055.94,0,0.0,0,42.44361111111111,0.0,4-6y
Male,28,1,0,San Diego,92119,32.802959,-117.027095,9,52,Unknown,1,10.4,0,1,DSL,85.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.4,3865.45,0.0,0,540.8,4406.25,6,0.0,0,84.73557692307692,0.0,4-6y
Female,33,1,2,Woodland Hills,91364,34.153733,-118.593408,1,57,Unknown,1,17.01,0,1,DSL,11.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053.0,0.0,0,969.57,4022.57,3,0.0,0,70.57140350877194,0.0,4-6y
Male,48,0,0,Calexico,92231,32.690654,-115.431225,0,7,Offer E,1,30.58,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.5,128.6,0.0,0,214.06,342.66,0,0.0,0,48.95142857142857,0.0,6-12m
Male,51,0,0,Glendale,91204,34.136306,-118.26036,0,47,Offer B,1,40.25,1,1,Fiber Optic,20.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,3.34,0,1891.75,6424.26,4,0.0,0,136.6863829787234,0.0005199042379978394,2-4y
Female,22,0,0,Huntington Beach,92649,33.721917,-118.043237,0,65,Unknown,1,26.83,1,1,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6744.25,0.0,0,1743.95,8488.2,6,0.0,0,130.58769230769232,0.0,4-6y
Female,26,1,2,Pomona,91766,34.042286,-117.756106,6,72,Unknown,1,18.14,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,23.3,1623.15,0.0,0,1306.08,2929.23,0,0.0,0,40.68375,0.0,4-6y
Male,45,0,0,March Air Reserve Base,92518,33.888323,-117.277533,0,68,Unknown,1,37.79,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,24.15,1498.85,0.0,0,2569.72,4068.57,0,0.0,0,59.831911764705886,0.0,4-6y
Male,21,0,0,Bakersfield,93306,35.449881,-118.841442,0,1,Unknown,1,20.26,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Mailed Check,24.05,24.05,0.0,0,20.26,44.31,0,1.0,1,44.31,0.0,0-6m
Male,43,0,0,Dixon,95620,38.392821,-121.799917,0,4,Unknown,1,13.02,0,1,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,0.0,0,52.08,290.03,1,1.0,1,72.5075,0.0,0-6m
Female,26,1,0,Escondido,92027,33.141265,-116.967221,1,37,Unknown,1,36.29,1,1,Fiber Optic,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,3762.0,0.0,0,1342.73,5104.73,5,1.0,1,137.96567567567567,0.0,2-4y
Female,30,0,0,Landers,92285,34.341737,-116.539416,0,72,Unknown,1,22.77,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,21.15,1419.4,19.31,0,1639.44,3039.53,0,0.0,0,42.215694444444445,0.006352955884626899,4-6y
Male,65,1,0,San Miguel,93451,35.886767,-120.608661,1,48,Unknown,1,25.19,1,1,Fiber Optic,22.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,4370.75,0.0,0,1209.12,5579.87,4,0.0,0,116.24729166666667,0.0,2-4y
Female,25,1,0,Graton,95444,38.434362,-122.86891,1,7,Offer E,1,8.95,0,1,Fiber Optic,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,506.9,0.0,0,62.65,569.55,2,1.0,1,81.36428571428571,0.0,6-12m
Female,30,0,0,Mckinleyville,95519,40.965011,-124.015255,0,1,Unknown,1,8.23,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,8.23,27.78,0,,0,27.78,0.0,0-6m
Male,61,1,0,Lamont,93241,35.245035,-118.905553,10,35,Unknown,1,13.39,1,1,DSL,20.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,2661.1,0.0,0,468.65,3129.75,5,0.0,0,89.42142857142858,0.0,2-4y
Male,30,0,0,Bayside,95524,40.825486,-124.049485,0,44,Offer B,1,48.95,0,1,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,4378.35,0.0,0,2153.8,6532.15,6,0.0,0,148.45795454545453,0.0,2-4y
Female,23,1,0,San Ysidro,92173,32.555828,-117.040073,1,37,Unknown,0,0.0,0,1,DSL,27.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45.4,1593.1,44.13,0,0.0,1548.97,4,0.0,0,41.86405405405405,0.028489899739827112,2-4y
Female,55,1,2,San Jose,95123,37.238758,-121.828375,0,65,Offer B,1,19.25,0,1,DSL,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.35,3874.1,0.0,0,1251.25,5125.35,4,0.0,0,78.85153846153847,0.0,4-6y
Female,57,1,0,Kings Beach,96143,39.246654,-120.029273,6,59,Unknown,1,14.49,1,1,Cable,25.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,4656.21,4,0.0,0,78.91881355932203,0.0,4-6y
Female,34,0,0,Vallejo,94592,38.093701,-122.276589,0,22,Unknown,0,0.0,0,1,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,0.0,0,0.0,1073.3,5,0.0,0,48.78636363636363,0.0,1-2y
Male,61,0,1,Escondido,92027,33.141265,-116.967221,0,1,Unknown,1,20.1,0,1,Cable,21.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,70.45,0.0,0,20.1,90.55,6,,0,90.55,0.0,0-6m
Male,45,1,0,Hawaiian Gardens,90716,33.830431,-118.074071,9,54,Offer B,0,0.0,0,1,Cable,9.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0.0,0,0.0,1621.35,2,0.0,0,30.025,0.0,4-6y
Male,48,0,0,San Diego,92116,32.765299,-117.122565,0,44,Offer B,1,44.45,1,1,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,4915.15,0.0,0,1955.8,6870.95,7,0.0,0,156.15795454545454,0.0,2-4y
Female,52,1,1,Downey,90240,33.956228,-118.120993,4,6,Offer E,1,25.05,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.1,100.35,0.0,0,150.3,250.65,0,0.0,0,41.775,0.0,0-6m
Female,63,0,0,Cedar Glen,92321,34.255203,-117.175654,0,50,Offer B,1,37.95,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,19.75,989.05,0.0,0,1897.5,2886.55,0,0.0,0,57.731,0.0,4-6y
Male,44,0,0,Brea,92823,33.924143,-117.79387,0,13,Offer D,1,45.03,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.3,259.65,35.28,0,585.39,809.76,0,0.0,0,62.28923076923077,0.04356846473029046,1-2y
Male,36,0,0,San Anselmo,94960,37.99272,-122.575026,0,3,Unknown,0,0.0,0,1,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,0.0,0,0.0,66.95,1,1.0,1,22.316666666666666,0.0,0-6m
Female,47,0,0,North Highlands,95660,38.671295,-121.388251,0,1,Unknown,1,44.09,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.35,20.35,0.0,0,44.09,64.44,0,,0,64.44,0.0,0-6m
Male,48,0,1,Tecate,91980,32.587557,-116.636816,0,27,Offer C,1,32.28,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.7,509.3,0.0,0,871.56,1380.86,0,0.0,0,51.14296296296296,0.0,2-4y
Male,36,1,3,Compton,90220,33.88151,-118.234451,4,71,Unknown,1,28.47,0,1,Fiber Optic,57.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,7782.85,0.0,70,2021.37,9874.22,7,0.0,0,139.07352112676057,0.0,4-6y
Male,57,1,0,Meridian,95957,39.068071,-121.832638,1,14,Offer D,1,44.95,0,1,DSL,19.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,44.6,641.25,0.0,0,629.3,1270.55,1,0.0,0,90.75357142857142,0.0,1-2y
Male,20,0,0,Meridian,95957,39.068071,-121.832638,0,31,Offer C,1,19.38,0,1,Fiber Optic,76.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3143.65,0.0,0,600.78,3744.43,6,0.0,0,120.78806451612903,0.0,2-4y
Female,32,1,0,Encino,91316,34.150354,-118.518292,0,20,Offer D,1,28.57,0,1,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,5,0.0,0,123.6525,0.0,1-2y
Female,54,0,0,Pope Valley,94567,38.672708,-122.403219,0,12,Offer D,1,6.56,0,1,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,540.95,0.0,0,78.72,619.67,1,0.0,0,51.63916666666666,0.0,6-12m
Male,62,0,3,Little River,95456,39.245911,-123.77214,0,40,Unknown,0,0.0,0,1,Cable,57.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,40.25,1564.05,0.0,0,0.0,1564.05,4,0.0,0,39.10125,0.0,2-4y
Male,47,0,0,Lakewood,90713,33.847755,-118.112532,0,6,Offer E,0,0.0,0,1,DSL,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.5,208.7,0.0,0,0.0,208.7,2,1.0,1,34.78333333333333,0.0,0-6m
Male,54,1,2,Bakersfield,93307,35.280113,-118.962329,10,72,Unknown,1,38.84,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.8,1414.65,0.0,0,2796.48,4211.13,0,0.0,0,58.48791666666667,0.0,4-6y
Male,32,0,0,Tuolumne,95379,37.939768,-120.188002,0,1,Unknown,1,49.19,0,1,DSL,17.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.0,49.0,0.0,0,49.19,98.19,2,,0,98.19,0.0,0-6m
Female,46,0,0,Berkeley,94703,37.863843,-122.275684,0,4,Unknown,1,12.58,0,1,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.05,266.9,0.0,0,50.32,317.22,1,1.0,1,79.305,0.0,0-6m
Female,32,0,0,North Fork,93643,37.244307,-119.470256,0,1,Unknown,1,27.7,1,1,Fiber Optic,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,0.0,10,27.7,114.85,0,1.0,1,114.85,0.0,0-6m
Male,47,1,0,Graton,95444,38.434362,-122.86891,4,64,Unknown,1,6.59,1,1,Cable,20.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,4818.8,0.0,0,421.76,5240.56,5,0.0,0,81.88375,0.0,4-6y
Female,24,0,0,Mount Laguna,91948,32.830852,-116.444601,0,12,Offer D,1,30.54,1,1,Fiber Optic,47.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1164.3,0.0,0,366.48,1530.78,5,1.0,1,127.565,0.0,6-12m
Male,25,0,0,Westwood,96137,40.271535,-121.018087,0,4,Offer E,1,21.62,0,1,Fiber Optic,59.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.0,340.85,0.0,50,86.48,477.33,2,1.0,1,119.3325,0.0,0-6m
Male,42,0,0,Point Arena,95468,38.911299,-123.609588,0,64,Unknown,1,38.96,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.55,1240.15,0.0,0,2493.44,3733.59,0,0.0,0,58.33734375,0.0,4-6y
Male,54,1,0,Bakersfield,93313,35.140938,-119.051348,1,33,Unknown,1,19.11,1,1,DSL,21.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,2447.45,0.0,0,630.63,3078.08,5,0.0,0,93.2751515151515,0.0,2-4y
Female,34,0,0,Mission Viejo,92692,33.60693,-117.644253,0,1,Unknown,1,2.24,0,1,Fiber Optic,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.15,70.15,0.0,0,2.24,72.39,1,1.0,1,72.39,0.0,0-6m
Female,35,1,0,San Francisco,94107,37.768881,-122.395521,9,3,Unknown,1,11.77,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.85,72.0,0.0,0,35.31,107.31,0,,0,35.77,0.0,0-6m
Female,19,1,0,Jamul,91935,32.695681,-116.798386,0,70,Unknown,1,19.88,1,1,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0.0,0,1391.6,8460.9,5,0.0,0,120.86999999999999,0.0,4-6y
Female,21,1,0,Auburn,95602,38.99003,-121.114408,0,51,Offer B,0,0.0,0,1,DSL,42.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,2553.35,0.0,0,0.0,2553.35,5,0.0,0,50.0656862745098,0.0,4-6y
Male,55,1,3,Termo,96132,41.027281,-120.669427,1,4,Offer E,1,8.58,1,1,DSL,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,225.6,0.0,0,34.32,259.92,1,1.0,1,64.98,0.0,0-6m
Male,48,1,2,Sun City,92587,33.69887,-117.25071,6,67,Unknown,1,5.48,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.4,1284.2,0.0,0,367.16,1651.36,0,0.0,0,24.647164179104475,0.0,4-6y
Female,40,1,3,Kernville,93238,35.852892,-118.397782,3,68,Unknown,1,14.11,1,1,Fiber Optic,57.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,7511.3,0.0,0,959.48,8470.78,7,0.0,0,124.57029411764707,0.0,4-6y
Female,49,1,0,Richmond,94801,37.945288,-122.383941,4,62,Unknown,1,8.91,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,23.65,1416.75,0.0,0,552.42,1969.17,0,0.0,0,31.760806451612904,0.0,4-6y
Male,71,1,0,San Jose,95126,37.327069,-121.916819,1,53,Unknown,1,21.67,1,1,Cable,6.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,2,1.0,1,84.49358490566037,0.0,4-6y
Female,68,0,0,Tahoe Vista,96148,39.24124,-120.054765,0,1,Offer E,1,45.8,0,1,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,1,1.0,1,115.4,0.0,0-6m
